Categoria;Tipologia;Codice;Descrizione1;Descrizione2;DescrizioneLungaHtml;Marca;Giacenza;UrlImgBig;Prezzo;Aliquota;CampoVuoto1;Peso
"ACCESSORI CELLULARI IPAD PHONE ";"Cover IPAD";"I-024OR";"CUSTODIA ARANCIONE SHOCKOLOR PER IPAD E NETBOOK 10''  KEYTECK";"Adatto per dispositivi fino a 10''";"<p>Le Shockolor Keyteck sono progettate per proteggere il vostro IPAD, tablet o netbook (fino a 10'') da urti e graffi grazie al morbido materiale interno.<br>Il loro aspetto, semplice e colorato, completeranno il look del vostro dispositivo.<br>Usato da solo o all'interno di un'altra borsa o zaino, &egrave; ideale per proteggere il vostro dispositivo da eventuali danni.<br><br>- Rivestito internamente con un morbido materiale per prevenire danni e graffi<br>- Adatto per dispositivi fino a 10''</p>";"KEYTECK";"2";"http://www.entropic.it/Public/foto/I-024OR_keyteck_custodia_SHOCKOLOR.jpg";"3,13";"21";"";"1,5"
"ACCESSORI CELLULARI IPAD PHONE ";"Cover IPAD";"I-024PK";"CUSTODIA VIOLA SHOCKOLOR PER IPAD E NETBOOK 10''  KEYTECK";"Adatto per dispositivi fino a 10''";"<p>Le Shockolor Keyteck sono progettate per proteggere il vostro IPAD, tablet o netbook (fino a 10'') da urti e graffi grazie al morbido materiale interno.<br>Il loro aspetto, semplice e colorato, completeranno il look del vostro dispositivo.<br>Usato da solo o all'interno di un'altra borsa o zaino, &egrave; ideale per proteggere il vostro dispositivo da eventuali danni.<br><br>- Rivestito internamente con un morbido materiale per prevenire danni e graffi<br>- Adatto per dispositivi fino a 10''</p>";"KEYTECK";"2";"http://www.entropic.it/Public/foto/I-024PK_keyteck_custodia_SHOCKOLOR.jpg";"3,13";"21";"";"1,5"
"ACCESSORI CELLULARI IPAD PHONE ";"Accessori TABLET-PDA";"MC533T/A";"IPAD KEYBOARD DOCK BASE CON TASTIERA ORIGINALE";"Tipologia generica: Base con tastiera  Tipologia specifica: base per carica e sincronizzazione  Materiale: alluminio  Colore primario: grigio";"<p>Apple iPad Keyboard Dock - Italiano <br><br>L'iPad Keyboard Dock &egrave; un supporto di ricarica che include anche una tastiera full-size con tasti speciali che attivano le funzioni dell'iPad. Ha un connettore a 30 pin posteriore che ti permette di collegarlo a una presa elettrica con l'alimentatore USB, sincronizzare il tuo computer e usare altri accessori come gli adattatori Camera Connection Kit. Il jack audio invece ti permette di collegarlo a uno stereo o ad altoparlanti amplificati (cavo audio in vendita separatamente). <br><br>L'iPad Keyboard Dock &egrave; una base molto utile per il tuo iPad. Integra una tastiera incorporata Apple in alluminio con un supporto per sincronizzare, caricare e altro ancora. Supporta anche altri accessori, come l'adattatore da connettore dock a VGA per iPad e l'iPad Camera Connection Kit. <br><br>L'iPad Keyboard Dock pu&ograve; essere utilizzato anche per: <br><br>.Collegare il dock al computer tramite il cavo USB incluso nell'iPad per sincronizzare l'iPad e caricare la batteria.<br>.Collegare il Dock a una presa elettrica tramite l'USB Power Adapter 10W in dotazione con il iPad per caricare la batteria dell'iPad.<br>.Posizionare l'iPad alla corretta angolazione per comporre e-mail e note con la tastiera o per vedere le foto o i tuoi video preferiti.<br>.Collegare il dock a un proiettore o alla TV tramite un cavo compatibile, ad esempio l'adattatore da connettore dock a VGA per iPad o il cavo AV Component Apple o composito Apple.*<br>.Collegare il dock a uno stereo o agli altoparlanti tramite un cavo AV o un cavo audio stereo per riprodurre la musica dall'iPad.*<br>Informazioni sulla tastiera <br><br>.La tastiera esterna dispone di un supporto in alluminio anodizzato lucido con tasti a basso profilo che offrono una percezione incisiva e reattiva in un design ultracompatto che richiede uno spazio ridottissimo. I tasti speciali forniscono l'accesso one-touch a una variet&agrave; di caratteristiche iPad, tra cui la schermata Home, la ricerca con Spotlight, la luminosit&agrave; dello schermo, la modalit&agrave; Cornice foto, la videotastiera e il blocco schermo.<br>* Cavo in vendita separatamente. <br><br><br>SPECIFICHE<br>Colore primario grigio Tonalit&agrave; colore primario argento <br>Colore secondario bianco Tipologia generica Base con tastiera <br>Tipologia specifica base per carica e sincronizzazione Funzione scrivere <br>Materiale alluminio   <br><br>DIMENSIONI<br>Altezza 50 mm Larghezza 280 mm <br>Profondit&agrave; 170 mm Peso 1.200 gr <br><br>COMPATIBILIT&Agrave;<br>Ipad 1 S&igrave;</p>";"APPLE";"1";"http://www.entropic.it/Public/foto/iPAD_KEYBOARD_DOCK_MC533T.jpg";"49,00";"21";"";"3"
"ACCESSORI CELLULARI IPAD PHONE ";"Accessori TABLET-PDA";"I-027";"CAVO KEYTECK USB ALIMENTAZIONE E DATI PER IPHONE IPOD E IPAD";"Cavo USB compatibile co IPHONE, IPAD e IPOD.";"<p>Cavo USB compatibile co IPHONE, IPAD e IPOD.<br><br>Utile per sincronizzare o ricaricare il tuo dispositivo attraverso la porta USB <br>del tuo computer.</p>";"KEYTECK";"4";"http://www.entropic.it/Public/foto/CAVO_USB_ALIMENTAZIONE_DATI_IPHONE-IPOD-I0PAD_I-027_keyteck.jpg";"4,07";"21";"";"0"
"ACCESSORI CELLULARI IPAD PHONE ";"Cover IPAD2";"CPD-04";"COVER IN TPU PER IPAD2 NERA KEYTECK";"Conferisce al tuo dispositivo la massima protezione contro graffi e rigature, consentendo di tenerlo come nuovo.";"<p>Elegante custodia in TPU nero per IPAD.<br>&Egrave; la soluzione ideale per proteggere il vostro dispositivo da cadute e urti.<br><br>Grazie ad un libero accesso a ogni porta e controllo, &egrave; inoltre possibile utilizzare appieno il dispositivo dal suo interno.</p>";"KEYTECK";"4";"http://www.entropic.it/Public/foto/custodia_ipad2_keyteck_CPD-04_1.jpg";"5,78";"21";"";"2"
"ACCESSORI CELLULARI IPAD PHONE ";"Cover IPAD2";"CPD-05";"COVER IN TPU PER IPAD2 WHITE KEYTECK";"Conferisce al tuo dispositivo la massima protezione contro graffi e rigature, consentendo di tenerlo come nuovo.";"<p>Elegante custodia in TPU per IPAD2.<br>&Egrave; la soluzione ideale per proteggere il vostro dispositivo da cadute e urti.<br>Grazie ad un libero accesso a ogni porta e controllo, &egrave; inoltre possibile utilizzare appieno il dispositivo dal suo interno.</p>";"KEYTECK";"4";"http://www.entropic.it/Public/foto/custodia_ipad2_keyteck_CPD-05_1.jpg";"5,78";"21";"";"2"
"ACCESSORI CELLULARI IPAD PHONE ";"Cover GALAXY TAB";"CPD-06";"COVER IN TPU PER GALAXY TAB BIANCO KEYTECK";"Conferisce al tuo dispositivo la massima protezione contro graffi e rigature, consentendo di tenerlo come nuovo.";"<p>La Cover Tablet Case keyteck ti permette di portare ovunque il tuo Galaxy Tab nel modo pi&ugrave; comodo e sicuro.<br>La sua composizione morbida ed elastica , &egrave; la miglior protezione per il tuo device da graffi , opacit&agrave; , piccole cadute , dalla normale usura del tempo e anche dagli urti pi&ugrave; forti.<br>Questa resistente custodia aderisce perfettamente al modello , presenta tutti i fori necessari per il completo utilizzo del Tablet , senza la necessit&agrave; di aggiustamenti e fori aggiuntivi.<br>Porta il tuo GALAXI TAB dove vuoi nel modo pi&ugrave; comodo e sicuro possibile con Tablet Case Keyteck.<br><br>Precauzioni<br>- Tenere il prodotto lontano dalla portata dei bambini di et&agrave; inferiore ai 3 anni<br>- Conservare lontano da fonti di calore. Temperature troppo elevate possono deformare o fondere le componenti in plastica<br>- Non utilizzare prodotti chimici corrosivi o sostanze abrasive per pulirlo.</p>";"KEYTECK";"3";"http://www.entropic.it/Public/foto/COVER_CPD-06_KEYTECK_GALAXY-TAB_BIANCO_1.jpg";"4,55";"21";"";"2"
"ACCESSORI CELLULARI IPAD PHONE ";"Cover GALAXY TAB";"CPD-07";"COVER IN TPU PER GALAXY TAB VIOLA KEYTECK";"Conferisce al tuo dispositivo la massima protezione contro graffi e rigature, consentendo di tenerlo come nuovo.";"<p>La Cover Tablet Case keyteck ti permette di portare ovunque il tuo Galaxy Tab nel modo pi&ugrave; comodo e sicuro.<br>La sua composizione morbida ed elastica , &egrave; la miglior protezione per il tuo device da graffi , opacit&agrave; , piccole cadute , dalla normale usura del tempo e anche dagli urti pi&ugrave; forti.<br>Questa resistente custodia aderisce perfettamente al modello , presenta tutti i fori necessari per il completo utilizzo del Tablet , senza la necessit&agrave; di aggiustamenti e fori aggiuntivi.<br>Porta il tuo GALAXI TAB dove vuoi nel modo pi&ugrave; comodo e sicuro possibile con Tablet Case Keyteck.<br><br>Precauzioni<br>- Tenere il prodotto lontano dalla portata dei bambini di et&agrave; inferiore ai 3 anni<br>- Conservare lontano da fonti di calore. Temperature troppo elevate possono deformare o fondere le componenti in plastica<br>- Non utilizzare prodotti chimici corrosivi o sostanze abrasive per pulirlo.</p>";"KEYTECK";"3";"http://www.entropic.it/Public/foto/COVER_CPD-07_KEYTECK_GALAXY-TAB_VIOLA_1.jpg";"4,55";"21";"";"2"
"ACCESSORI CELLULARI IPAD PHONE ";"Cover GALAXY S";"CPD-13";"COVER IN TPU PER GALAXY S TRASPARENTE NERO KEYTECK";"Conferisce al tuo dispositivo la massima protezione contro graffi e rigature, consentendo di tenerlo come nuovo.";"<p>CPD-13 <br>TPU CASE FOR GALAXY-S<br>TRASPARENTE COLORE NERO</p>";"KEYTECK";"15";"http://www.entropic.it/Public/foto/COVER_CPD-13_KEYTECK_GALAXY-S_NERO_1.jpg";"2,04";"21";"";"2"
"ACCESSORI CELLULARI IPAD PHONE ";"Cover GALAXY S";"CPD-14";"COVER IN TPU PER GALAXY S TRASPARENTE VIOLA KEYTECK";"Conferisce al tuo dispositivo la massima protezione contro graffi e rigature, consentendo di tenerlo come nuovo.";"<p>CPD-13 <br>TPU CASE FOR GALAXY-S<br>TRASPARENTE COLORE VIOLA</p>";"KEYTECK";"15";"http://www.entropic.it/Public/foto/COVER_CPD-14_KEYTECK_GALAXY-S_VIOLA_1.jpg";"2,04";"21";"";"2"
"Accessori Cellulari CINESI";"";"Motor-T828";"MOTOR VIBRATOR KDI/ANYCOOL/KINGBOND T828";"Se il vostro cellulare non vibra causa urti o cadute, questo  è il motor per la vibrazione.";"<p>Motor vibrator Anycool/Kdi/Kingbond T828<br><br><br>Se il vostro cellulare non vibra causa urti o cadute, questo non &egrave; grave; il motor per la vibrazione risolver&agrave; il vostro problema<br><br>Nel caso per la sostituzione presso il nostro centro bisogna aggiungere Euro 13,00 al costo del ricambio.</p>";"ANYCOOL";"0";"http://www.entropic.it/Public/foto/motore_vibrazione_t828.jpg";"3,50";"21";"";"0,01"
"Accessori Cellulari CINESI";"";"UNIVERSAL-USB";"CARICABATTERIE USB UNIVERSALE KDI/ANYCOOL/KINGBOND";"Caricabatterie Universale per tutti i modelli di KDI/ANYCOOL/KINGBOND......";"<p>Funziona con qualsiasi tipo di cellulare che si ricarica tramite USB.<br><br>Baster&agrave; avere unicamente una presa di corrente per poter ricaricare le batterie del cellulare.<br><br>Un accessorio fondamentale da portare sempre con voi.<br><br>Caratteristiche: <br><br>INPUT: AC 100-240V 50/60 Hz <br>OUTPUT: DV5.0V +/- 5% <br>MASSIMO: 400 mA <br>LED INDICATORE <br>SPINA TIPO ITALIANO (NON SERVE ADATTATORE)</p>";"ANYCOOL";"-3";"http://www.entropic.it/Public/foto/caricabatterie usb universale.jpg";"3,50";"21";"";"0"
"Accessori Cellulari CINESI";"";"V-COVERT828";"COVER COMPLETO ORIGINALE ANYCOOL T828";"";"<p>COVER ORIGINALE COMPLETO PER ANYCOOL T828</p>";"ANYCOOL";"0";"http://www.entropic.it/Public/foto/caricabatterie usb universale.jpg";"15,00";"21";"";"0,02"
"Accessori Cellulari CINESI";"";"V-SIM";"Alloggiamento sim per Anycool T628-T808-T818-T828-F818";"";"<p>Alloggiamento della sim originale Anycool per i seguenti cellulari: T628-T808-T818-T828-F818</p>";"ANYCOOL";"0";"http://www.entropic.it/Public/foto/caricabatterie usb universale.jpg";"4,50";"21";"";"0,02"
"Accessori Cellulari CINESI";"Batterie";"BATT-F828";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND F828 1500 mAh Li-ion";"";"<p>BATTERIA per CELLULARI KDI/ANYCOO/KINGBOND F828<br><br> <br><br>Cellulari supportati:  Anycool F828<br><br>Type: Li-ion<br><br>Capacit&agrave;: 1500 mAh<br><br>Voltaggio: 3,7 v</p>";"ANYCOOL";"7";"http://www.entropic.it/Public/foto/batteria anycool.jpg";"5,00";"21";"";"0,2"
"Accessori Cellulari CINESI";"Batterie";"BATT-T518";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND T518 1500 mAh Li-ion";"";"<p>BATTERIA per CELLULARI KDI/ANYCOO/KINGBOND T518<br><br><br><br>Cellulari supportati: Anycool T518<br><br>Type: Li-ion<br><br>Capacit&agrave;: 1500 mAh<br><br>Voltaggio: 3,7 v</p>";"ANYCOOL";"10";"http://www.entropic.it/Public/foto/batteria anycool.jpg";"5,00";"21";"";"0,2"
"Accessori Cellulari CINESI";"Batterie";"BATTERIA-I89";"RICAMBIO BATTERIA A LITIO ORIGINALE KDI/ANYCOOL/KINGBOND I89";"Batteria originale proveniente dalla casa madre KDI!!";"<p>BATTERIA per CELLULARI KDI/ANYCOO/KINGBOND I89<br><br><br><br>Cellulari supportati: Anycool I89<br><br>Type: Li-ion<br><br>Capacit&agrave;: 1100 mAh<br><br>Voltaggio: 3,7 v</p>";"ANYCOOL";"18";"http://www.entropic.it/Public/foto/batteria anycool.jpg";"5,70";"21";"";"1"
"Accessori Cellulari CINESI";"Batterie";"BATTERIA-V869";"BATTERIA A LITIO ORIGINALE KDI/ANYCOOL/KINGBOND V869";"";"<p>BATTERIA per CELLULARI KDI/ANYCOO/KINGBOND V869<br><br><br><br>Cellulari supportati: Anycool V869<br><br>Type: Li-ion<br><br>Capacit&agrave;: 1600 mAh<br><br>Voltaggio: 3,7 v</p>";"ANYCOOL";"18";"http://www.entropic.it/Public/foto/batteria anycool.jpg";"5,00";"21";"";"1"
"Accessori Cellulari CINESI";"Batterie";"BATTERY-D38";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND D38 1500 mAh Li-ion";"";"<p>Batteria Originale compatibile per i modelli Anycool D38<br>Average voltage: 3,7V<br>Capacit&agrave;: 1500 mAh</p>";"ANYCOOL";"10";"http://www.entropic.it/Public/foto/batteria anycool.jpg";"5,00";"21";"";"0,5"
"Accessori Cellulari CINESI";"Batterie";"BATTERY-D528";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND D528 1500 mAh Li-ion";"";"<p>Batteria Originale compatibile per i modelli Anycool D528<br>Average voltage: 3,7V<br>Capacit&agrave;: 1500 mAh</p>";"ANYCOOL";"8";"http://www.entropic.it/Public/foto/batteria anycool.jpg";"5,00";"21";"";"0,5"
"Accessori Cellulari CINESI";"Batterie";"V-BAT01";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND T808-T818-T828 1800 mAh Li-ion";"";"<p>Batteria Originale compatibile per i modelli Anycool T808-T818-T828 <br>Average voltage: 3,7V<br>Capacit&agrave;: 1800 mAh</p>";"ANYCOOL";"17";"http://www.entropic.it/Public/foto/batterie anycool.jpg";"5,50";"21";"";"0,05"
"Accessori Cellulari CINESI";"Batterie";"V-BATT02";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND i939 1800 mAh Li-ion";"";"<p>Batteria Originale compatibile per i modelli Anycool i939<br>Average voltage: 3,7V<br>Capacit&agrave;: 1800 mAh<br><br>Misure della batteria :<br><br>4,0 cm larghezza<br>5,2 cm lunghezza<br>0,6 cm  profondit&agrave;</p>";"ANYCOOL";"14";"http://www.entropic.it/Public/foto/batterie anycool.jpg";"5,50";"21";"";"0,05"
"Accessori Cellulari CINESI";"Batterie";"V-BATT03";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND i929 1800 mAh Li-ion";"";"<p>Batteria Originale compatibile per i modelli Anycool i929<br>Average voltage: 3,7V<br>Capacit&agrave;: 1800 mAh</p>";"ANYCOOL";"15";"http://www.entropic.it/Public/foto/batterie anycool.jpg";"5,50";"21";"";"0,05"
"Accessori Cellulari CINESI";"Batterie";"V-BATT04";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND T718 T718+ 1500 mAh Li-ion";"";"<p>Batteria Originale compatibile per i modelli Anycool T718 T718+<br><br>Average voltage: 3,7V<br><br>Capacit&agrave;: 1500 mAh</p>";"ANYCOOL";"4";"http://www.entropic.it/Public/foto/batterie anycool.jpg";"5,50";"21";"";"0,1"
"Accessori Cellulari CINESI";"Batterie";"V-BATT05";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND V868 1800 mAh Li-ion";"";"<p>Batteria Originale compatibile per i modelli Anycool V868<br>Average voltage: 3,7V<br>Capacit&agrave;: 1800 mAh</p>";"ANYCOOL";"0";"http://www.entropic.it/Public/foto/batteria anycool.jpg";"5,00";"21";"";"0,5"
"Accessori Cellulari CINESI";"Batterie";"V-BATT06";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND T728 850 mAh Li-ion";"";"<p>Batteria Originale compatibile per i modelli Anycool T728<br>Average voltage: 3,7V<br>Capacit&agrave;: 850 mAh</p>";"ANYCOOL";"0";"http://www.entropic.it/Public/foto/batteria anycool.jpg";"5,00";"21";"";"0,5"
"Accessori Cellulari CINESI";"Auricolari";"V-AURIC01";"AURICOLARE ORIGINALE KDI/ANYCOOL/KINGBOND i939";"Prodotto originale dalla casa madre, proveniente direttamente dalla KDI!!";"<p>Auricolare Originale compatibile per i modelli Anycool i939</p>";"ANYCOOL";"5";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg";"4,00";"21";"";"0,5"
"Accessori Cellulari CINESI";"Auricolari";"V-AURIC02";"Auricolare Originale Anycool i929";"";"<p>Auricolare Originale compatibile per i modelli Anycool i929</p>";"ANYCOOL";"23";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg";"4,20";"21";"";"0,1"
"Accessori Cellulari CINESI";"Auricolari";"V-AURIC03";"Auricolare Originale Anycool T718";"";"<p>Auricolare Originale compatibile per i modelli Anycool T718</p>";"ANYCOOL";"5";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg";"4,20";"21";"";"0,1"
"Accessori Cellulari CINESI";"Auricolari";"V-AURIC04";"Auricolare Originale Anycool T808-T818-T828";"";"<p>Auricolare Originale compatibile per i modelli Anycool T718</p>";"ANYCOOL";"-2";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg";"4,20";"21";"";"0,1"
"Accessori Cellulari CINESI";"Display";"DISPLAY T628";"DISPLAY LCD ORIGINALE KDI/ANYCOOL/KINGBOND T628";"";"<p>Display LCD interno come da foto<br><br>per ANYCOOL T628<br><br>la sostituzione necessita di una saldatura, quindi non ci accettano reclami per lo scorretto montaggio del display<br><br>Questo prodotto &egrave; Originale al 100% dalla casa madre KDI<br><br>Nuovo e OEM non blisterato perch&egrave;<br><br>trattasi di prodotto destinato ai centri assistenza<br><br><br>Importante <br><br>Il prodotto in vendita &egrave; un articolo ORIGINALE. La Entropic provvede a rilasciare una garanzia di 3 mesi dal giorno di emissione della ricevuta e/o fattura. <br><br>Sostituzione:<br><br>Ricordiamo ai clienti che la sostituzione per malfunzionamento o difetto dell'oggetto &egrave; possibile soltanto se l'oggetto viene prima testato e non assemblato, non saranno accettate sostituzioni di parti saldate o applicate con collanti. L'oggetto inoltre dovr&agrave; essere rispedito completo di tutti gli accessori applicati (pellicole, adesivi, etc..) <br><br>Riparazione:<br><br>Avendo a disposizione un centro di assitenza con uno staff qualificato per questi prodotti, effettuiamo la riparazione del tuo cellulare con solo Euro 20,00.<br>Non esitare a contattarci per qualsiasi problema o per informazione sui ricambi, saremi ben lieti di darvi tutta la nostra assistenza possibile.</p>";"ANYCOOL";"10";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg";"20,00";"21";"";"1"
"Accessori Cellulari CINESI";"Display";"Display T728";"DISPLAY LCD ORIGINALE KDI/ANYCOOL/KINGBOND T728";"";"<p>DISPLAY ORIGINALE ANYCOOL T728 <br><br>Questo display &egrave; originale prodotto e distribuito direttamente dalla casa produttrice la KDI con sede a HONG KONG.....si f&agrave; presente che per il corretto funzionamento del display va montato da persone che hanno dimestichezza nel campo dell'elettronica.<br><br>Importante <br><br>Il prodotto in vendita &egrave; un articolo ORIGINALE. La Entropic provvede a rilasciare una garanzia di 3 mesi dal giorno di emissione della ricevuta e/o fattura. <br><br>Sostituzione:<br><br>Ricordiamo ai clienti che la sostituzione per malfunzionamento o difetto dell'oggetto &egrave; possibile soltanto se l'oggetto viene prima testato e non assemblato, non saranno accettate sostituzioni di parti saldate o applicate con collanti. L'oggetto inoltre dovr&agrave; essere rispedito completo di tutti gli accessori applicati (pellicole, adesivi, etc..) <br><br><br>N.B.<br>Se installato su modelli non originali il telefono necessita di aggiornamento software altrimenti non si visualizza la grafica, il disply si vede bianco.<br><br>Gestendo la garanzia su tutti i tipi di cellulari abbiamo un centro di assistenza dove facciamo riparazione....il costo della riparazione del cambio display+Aggiornamento &egrave; di Euro 12,00 con l'acquisto del display. <br><br>REGOLA PER USUFRUIRE DEL NOSTRO SERVIZIO ASSISTENZA:<br>Siamo a vostra completa disposizione per l'assistenza, quindi per evitare cattivi fraintendimenti il cliente al momento della partenza deve comunicare lo stato del telefono cellulare con gli eventuali difetti precisi scritti.<br>Facciamo presente che al momento dell'arrivo presso il nostro laboratorio, verr&agrave; fatto una scheda in cui verranno segnalati tutti i difetti estetici che successivamente verranno comunicati al cliente.<br>Ricordiamo inoltre che la merce viaggia a rischio e pericolo del cliente, quindi non si accettano reclami se il prodotto arriva danneggiato.</p>";"ANYCOOL";"1";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg";"25,00";"21";"";"0,01"
