Settore;Categoria;Tipologia;Codice;Descrizione1;Disponibilita;Marca;Prezzo;Peso;DescrizioneLungaHtml;Aliquota;UrlImgBig
"Telefonia";"ACCESSORI CELLULARI IPAD PHONE ";"Accessori TABLET-PDA";"MC533T/A";"IPAD KEYBOARD DOCK BASE CON TASTIERA ORIGINALE";"Disponibile";"APPLE";"49,00";"3";"<p>Apple iPad Keyboard Dock - Italiano <br><br>L'iPad Keyboard Dock &egrave; un supporto di ricarica che include anche una tastiera full-size con tasti speciali che attivano le funzioni dell'iPad. Ha un connettore a 30 pin posteriore che ti permette di collegarlo a una presa elettrica con l'alimentatore USB, sincronizzare il tuo computer e usare altri accessori come gli adattatori Camera Connection Kit. Il jack audio invece ti permette di collegarlo a uno stereo o ad altoparlanti amplificati (cavo audio in vendita separatamente). <br><br>L'iPad Keyboard Dock &egrave; una base molto utile per il tuo iPad. Integra una tastiera incorporata Apple in alluminio con un supporto per sincronizzare, caricare e altro ancora. Supporta anche altri accessori, come l'adattatore da connettore dock a VGA per iPad e l'iPad Camera Connection Kit. <br><br>L'iPad Keyboard Dock pu&ograve; essere utilizzato anche per: <br><br>.Collegare il dock al computer tramite il cavo USB incluso nell'iPad per sincronizzare l'iPad e caricare la batteria.<br>.Collegare il Dock a una presa elettrica tramite l'USB Power Adapter 10W in dotazione con il iPad per caricare la batteria dell'iPad.<br>.Posizionare l'iPad alla corretta angolazione per comporre e-mail e note con la tastiera o per vedere le foto o i tuoi video preferiti.<br>.Collegare il dock a un proiettore o alla TV tramite un cavo compatibile, ad esempio l'adattatore da connettore dock a VGA per iPad o il cavo AV Component Apple o composito Apple.*<br>.Collegare il dock a uno stereo o agli altoparlanti tramite un cavo AV o un cavo audio stereo per riprodurre la musica dall'iPad.*<br>Informazioni sulla tastiera <br><br>.La tastiera esterna dispone di un supporto in alluminio anodizzato lucido con tasti a basso profilo che offrono una percezione incisiva e reattiva in un design ultracompatto che richiede uno spazio ridottissimo. I tasti speciali forniscono l'accesso one-touch a una variet&agrave; di caratteristiche iPad, tra cui la schermata Home, la ricerca con Spotlight, la luminosit&agrave; dello schermo, la modalit&agrave; Cornice foto, la videotastiera e il blocco schermo.<br>* Cavo in vendita separatamente. <br><br><br>SPECIFICHE<br>Colore primario grigio Tonalit&agrave; colore primario argento <br>Colore secondario bianco Tipologia generica Base con tastiera <br>Tipologia specifica base per carica e sincronizzazione Funzione scrivere <br>Materiale alluminio   <br><br>DIMENSIONI<br>Altezza 50 mm Larghezza 280 mm <br>Profondit&agrave; 170 mm Peso 1.200 gr <br><br>COMPATIBILIT&Agrave;<br>Ipad 1 S&igrave;</p>";"20";"http://www.entropic.it/Public/foto/iPAD_KEYBOARD_DOCK_MC533T.jpg"
"Telefonia";"ACCESSORI CELLULARI IPAD PHONE ";"Accessori TABLET-PDA";"I-027";"CAVO KEYTECK USB ALIMENTAZIONE E DATI PER IPHONE IPOD E IPAD";"Disponibile";"KEYTECK";"3,98";"0";"<p>Cavo USB compatibile co IPHONE, IPAD e IPOD.<br><br>Utile per sincronizzare o ricaricare il tuo dispositivo attraverso la porta USB <br>del tuo computer.</p>";"20";"http://www.entropic.it/Public/foto/CAVO_USB_ALIMENTAZIONE_DATI_IPHONE-IPOD-I0PAD_I-027_keyteck.jpg"
"Telefonia";"Accessori Cellulari CINESI";"";"Motor-T828";"MOTOR VIBRATOR KDI/ANYCOOL/KINGBOND T828";"Non Disponibile";"ANYCOOL";"3,50";"0,01";"<p>Motor vibrator Anycool/Kdi/Kingbond T828<br><br><br>Se il vostro cellulare non vibra causa urti o cadute, questo non &egrave; grave; il motor per la vibrazione risolver&agrave; il vostro problema<br><br>Nel caso per la sostituzione presso il nostro centro bisogna aggiungere Euro 13,00 al costo del ricambio.</p>";"20";"http://www.entropic.it/Public/foto/motore_vibrazione_t828.jpg"
"Telefonia";"Accessori Cellulari CINESI";"";"UNIVERSAL-USB";"CARICABATTERIE USB UNIVERSALE KDI/ANYCOOL/KINGBOND";"Non Disponibile";"ANYCOOL";"3,50";"0";"<p>Funziona con qualsiasi tipo di cellulare che si ricarica tramite USB.<br><br>Baster&agrave; avere unicamente una presa di corrente per poter ricaricare le batterie del cellulare.<br><br>Un accessorio fondamentale da portare sempre con voi.<br><br>Caratteristiche: <br><br>INPUT: AC 100-240V 50/60 Hz <br>OUTPUT: DV5.0V +/- 5% <br>MASSIMO: 400 mA <br>LED INDICATORE <br>SPINA TIPO ITALIANO (NON SERVE ADATTATORE)</p>";"20";"http://www.entropic.it/Public/foto/caricabatterie usb universale.jpg"
"Telefonia";"Accessori Cellulari CINESI";"";"V-COVERT828";"COVER COMPLETO ORIGINALE ANYCOOL T828";"Non Disponibile";"ANYCOOL";"15,00";"0,02";"<p>COVER ORIGINALE COMPLETO PER ANYCOOL T828</p>";"20";"http://www.entropic.it/Public/foto/caricabatterie usb universale.jpg"
"Telefonia";"Accessori Cellulari CINESI";"";"V-SIM";"Alloggiamento sim per Anycool T628-T808-T818-T828-F818";"Non Disponibile";"ANYCOOL";"4,00";"0,02";"<p>Alloggiamento della sim originale Anycool per i seguenti cellulari: T628-T808-T818-T828-F818</p>";"20";"http://www.entropic.it/Public/foto/caricabatterie usb universale.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"BATT-F828";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND F828 1500 mAh Li-ion";"Disponibile";"ANYCOOL";"5,00";"0,2";"<p>BATTERIA per CELLULARI KDI/ANYCOO/KINGBOND F828<br><br> <br><br>Cellulari supportati:  Anycool F828<br><br>Type: Li-ion<br><br>Capacit&agrave;: 1500 mAh<br><br>Voltaggio: 3,7 v</p>";"20";"http://www.entropic.it/Public/foto/batteria anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"BATT-T518";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND T518 1500 mAh Li-ion";"Disponibile";"ANYCOOL";"5,00";"0,2";"<p>BATTERIA per CELLULARI KDI/ANYCOO/KINGBOND T518<br><br><br><br>Cellulari supportati: Anycool T518<br><br>Type: Li-ion<br><br>Capacit&agrave;: 1500 mAh<br><br>Voltaggio: 3,7 v</p>";"20";"http://www.entropic.it/Public/foto/batteria anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"BATTERIA-I89";"RICAMBIO BATTERIA A LITIO ORIGINALE KDI/ANYCOOL/KINGBOND I89";"Disponibile";"ANYCOOL";"5,70";"1";"<p>BATTERIA per CELLULARI KDI/ANYCOO/KINGBOND I89<br><br><br><br>Cellulari supportati: Anycool I89<br><br>Type: Li-ion<br><br>Capacit&agrave;: 1100 mAh<br><br>Voltaggio: 3,7 v</p>";"20";"http://www.entropic.it/Public/foto/batteria anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"BATTERIA-V869";"BATTERIA A LITIO ORIGINALE KDI/ANYCOOL/KINGBOND V869";"Disponibile";"ANYCOOL";"5,00";"1";"<p>BATTERIA per CELLULARI KDI/ANYCOO/KINGBOND V869<br><br><br><br>Cellulari supportati: Anycool V869<br><br>Type: Li-ion<br><br>Capacit&agrave;: 1600 mAh<br><br>Voltaggio: 3,7 v</p>";"20";"http://www.entropic.it/Public/foto/batteria anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"BATTERY-D38";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND D38 1500 mAh Li-ion";"Disponibile";"ANYCOOL";"5,00";"0,5";"<p>Batteria Originale compatibile per i modelli Anycool D38<br>Average voltage: 3,7V<br>Capacit&agrave;: 1500 mAh</p>";"20";"http://www.entropic.it/Public/foto/batteria anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"BATTERY-D528";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND D528 1500 mAh Li-ion";"Disponibile";"ANYCOOL";"5,00";"0,5";"<p>Batteria Originale compatibile per i modelli Anycool D528<br>Average voltage: 3,7V<br>Capacit&agrave;: 1500 mAh</p>";"20";"http://www.entropic.it/Public/foto/batteria anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"V-BAT01";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND T808-T818-T828 1800 mAh Li-ion";"Disponibile";"ANYCOOL";"5,20";"0,05";"<p>Batteria Originale compatibile per i modelli Anycool T808-T818-T828 <br>Average voltage: 3,7V<br>Capacit&agrave;: 1800 mAh</p>";"20";"http://www.entropic.it/Public/foto/batterie anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"V-BATT02";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND i939 1800 mAh Li-ion";"Disponibile";"ANYCOOL";"5,20";"0,05";"<p>Batteria Originale compatibile per i modelli Anycool i939<br>Average voltage: 3,7V<br>Capacit&agrave;: 1800 mAh</p>";"20";"http://www.entropic.it/Public/foto/batterie anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"V-BATT03";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND i929 1800 mAh Li-ion";"Disponibile";"ANYCOOL";"5,20";"0,05";"<p>Batteria Originale compatibile per i modelli Anycool i929<br>Average voltage: 3,7V<br>Capacit&agrave;: 1800 mAh</p>";"20";"http://www.entropic.it/Public/foto/batterie anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"V-BATT04";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND T718 T718+ 1500 mAh Li-ion";"Disponibile";"ANYCOOL";"5,20";"0,1";"<p>Batteria Originale compatibile per i modelli Anycool T718 T718+<br><br>Average voltage: 3,7V<br><br>Capacit&agrave;: 1500 mAh</p>";"20";"http://www.entropic.it/Public/foto/batterie anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"V-BATT05";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND V868 1800 mAh Li-ion";"Non Disponibile";"ANYCOOL";"5,00";"0,5";"<p>Batteria Originale compatibile per i modelli Anycool V868<br>Average voltage: 3,7V<br>Capacit&agrave;: 1800 mAh</p>";"20";"http://www.entropic.it/Public/foto/batteria anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Batterie";"V-BATT06";"BATTERIA ORIGINALE KDI/ANYCOOL/KINGBOND T728 1800 mAh Li-ion";"Non Disponibile";"ANYCOOL";"5,00";"0,5";"<p>Batteria Originale compatibile per i modelli Anycool T728<br>Average voltage: 3,7V<br>Capacit&agrave;: 1800 mAh</p>";"20";"http://www.entropic.it/Public/foto/batteria anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Auricolari";"V-AURIC01";"AURICOLARE ORIGINALE KDI/ANYCOOL/KINGBOND i939";"Disponibile";"ANYCOOL";"4,00";"0,5";"<p>Auricolare Originale compatibile per i modelli Anycool i939</p>";"20";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Auricolari";"V-AURIC02";"Auricolare Originale Anycool i929";"Disponibile";"ANYCOOL";"4,00";"0,1";"<p>Auricolare Originale compatibile per i modelli Anycool i929</p>";"20";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Auricolari";"V-AURIC03";"Auricolare Originale Anycool T718";"Disponibile";"ANYCOOL";"4,00";"0,1";"<p>Auricolare Originale compatibile per i modelli Anycool T718</p>";"20";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Auricolari";"V-AURIC04";"Auricolare Originale Anycool T808-T818-T828";"Non Disponibile";"ANYCOOL";"4,00";"0,1";"<p>Auricolare Originale compatibile per i modelli Anycool T718</p>";"20";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Display";"DISPLAY T628";"DISPLAY LCD ORIGINALE KDI/ANYCOOL/KINGBOND T628";"Disponibile";"ANYCOOL";"20,00";"1";"<p>Display LCD interno come da foto<br><br>per ANYCOOL T628<br><br>la sostituzione necessita di una saldatura, quindi non ci accettano reclami per lo scorretto montaggio del display<br><br>Questo prodotto &egrave; Originale al 100% dalla casa madre KDI<br><br>Nuovo e OEM non blisterato perch&egrave;<br><br>trattasi di prodotto destinato ai centri assistenza<br><br><br>Importante <br><br>Il prodotto in vendita &egrave; un articolo ORIGINALE. La Entropic provvede a rilasciare una garanzia di 3 mesi dal giorno di emissione della ricevuta e/o fattura. <br><br>Sostituzione:<br><br>Ricordiamo ai clienti che la sostituzione per malfunzionamento o difetto dell'oggetto &egrave; possibile soltanto se l'oggetto viene prima testato e non assemblato, non saranno accettate sostituzioni di parti saldate o applicate con collanti. L'oggetto inoltre dovr&agrave; essere rispedito completo di tutti gli accessori applicati (pellicole, adesivi, etc..) <br><br>Riparazione:<br><br>Avendo a disposizione un centro di assitenza con uno staff qualificato per questi prodotti, effettuiamo la riparazione del tuo cellulare con solo Euro 20,00.<br>Non esitare a contattarci per qualsiasi problema o per informazione sui ricambi, saremi ben lieti di darvi tutta la nostra assistenza possibile.</p>";"20";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Display";"Display T728";"DISPLAY LCD ORIGINALE KDI/ANYCOOL/KINGBOND T728";"Disponibile";"ANYCOOL";"25,00";"0,01";"<p>DISPLAY ORIGINALE ANYCOOL T728 <br><br>Questo display &egrave; originale prodotto e distribuito direttamente dalla casa produttrice la KDI con sede a HONG KONG.....si f&agrave; presente che per il corretto funzionamento del display va montato da persone che hanno dimestichezza nel campo dell'elettronica.<br><br>Importante <br><br>Il prodotto in vendita &egrave; un articolo ORIGINALE. La Entropic provvede a rilasciare una garanzia di 3 mesi dal giorno di emissione della ricevuta e/o fattura. <br><br>Sostituzione:<br><br>Ricordiamo ai clienti che la sostituzione per malfunzionamento o difetto dell'oggetto &egrave; possibile soltanto se l'oggetto viene prima testato e non assemblato, non saranno accettate sostituzioni di parti saldate o applicate con collanti. L'oggetto inoltre dovr&agrave; essere rispedito completo di tutti gli accessori applicati (pellicole, adesivi, etc..) <br><br><br>N.B.<br>Se installato su modelli non originali il telefono necessita di aggiornamento software altrimenti non si visualizza la grafica, il disply si vede bianco.<br><br>Gestendo la garanzia su tutti i tipi di cellulari abbiamo un centro di assistenza dove facciamo riparazione....il costo della riparazione del cambio display+Aggiornamento &egrave; di Euro 12,00 con l'acquisto del display. <br><br>REGOLA PER USUFRUIRE DEL NOSTRO SERVIZIO ASSISTENZA:<br>Siamo a vostra completa disposizione per l'assistenza, quindi per evitare cattivi fraintendimenti il cliente al momento della partenza deve comunicare lo stato del telefono cellulare con gli eventuali difetti precisi scritti.<br>Facciamo presente che al momento dell'arrivo presso il nostro laboratorio, verr&agrave; fatto una scheda in cui verranno segnalati tutti i difetti estetici che successivamente verranno comunicati al cliente.<br>Ricordiamo inoltre che la merce viaggia a rischio e pericolo del cliente, quindi non si accettano reclami se il prodotto arriva danneggiato.</p>";"20";"http://www.entropic.it/Public/foto/auricolare cellulari anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Display";"DISPLAY-D38";"DISPLAY LCD ORIGINALE KDI/ANYCOOL/KINGBOND D38";"Disponibile";"ANYCOOL";"19,00";"5";"<p>DISPLAY originale per i brand KDI/ANYCOOL/KINGBOND per il modelli D38<br><br>Questo display &egrave; originale prodotto e distribuito direttamente dalla casa produttrice la KDI con sede a HONG KONG.....si f&agrave; presente che per il corretto funzionamento del display va montato da persone che hanno dimestichezza nel campo dell'elettronica.<br><br>Importante <br><br>Il prodotto in vendita &egrave; un articolo ORIGINALE. La Entropic provvede a rilasciare una garanzia di 3 mesi dal giorno di emissione della ricevuta e/o fattura. <br><br>Sostituzione:<br><br>Ricordiamo ai clienti che la sostituzione per malfunzionamento o difetto dell'oggetto &egrave; possibile soltanto se l'oggetto viene prima testato e non assemblato, non saranno accettate sostituzioni di parti saldate o applicate con collanti. L'oggetto inoltre dovr&agrave; essere rispedito completo di tutti gli accessori applicati (pellicole, adesivi, etc..) <br><br><br>N.B.<br>Se installato su modelli non originali il telefono necessita di aggiornamento software altrimenti non si visualizza la grafica, il disply si vede bianco.<br><br>Gestendo la garanzia su tutti i tipi di cellulari abbiamo un centro di assistenza dove facciamo riparazione....il costo della riparazione del cambio display+Aggiornamento &egrave; di Euro 12,00 con l'acquisto del display. <br><br>REGOLA PER USUFRUIRE DEL NOSTRO SERVIZIO ASSISTENZA:<br>Siamo a vostra completa disposizione per l'assistenza, quindi per evitare cattivi fraintendimenti il cliente al momento della partenza deve comunicare lo stato del telefono cellulare con gli eventuali difetti precisi scritti.<br>Facciamo presente che al momento dell'arrivo presso il nostro laboratorio, verr&agrave; fatto una scheda in cui verranno segnalati tutti i difetti estetici che successivamente verranno comunicati al cliente.<br>Ricordiamo inoltre che la merce viaggia a rischio e pericolo del cliente, quindi non si accettano reclami se il prodotto arriva danneggiato.</p>";"20";"http://www.entropic.it/Public/foto/display_d38_anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Display";"DISPLAY-D528";"DISPLAY LCD ORIGINALE KDI/ANYCOOL/KINGBOND D528";"Disponibile";"ANYCOOL";"19,90";"0,5";"<p>DISPLAY originale per i brand KDI/ANYCOOL/KINGBOND per il modelli D528<br><br>Importante <br><br>Il prodotto in vendita &egrave; un articolo ORIGINALE. La Entropic provvede a rilasciare una garanzia di 3 mesi dal giorno di emissione della ricevuta e/o fattura. <br><br>Sostituzione:<br><br>Ricordiamo ai clienti che la sostituzione per malfunzionamento o difetto dell'oggetto &egrave; possibile soltanto se l'oggetto viene prima testato e non assemblato, non saranno accettate sostituzioni di parti saldate o applicate con collanti. L'oggetto inoltre dovr&agrave; essere rispedito completo di tutti gli accessori applicati (pellicole, adesivi, etc..) <br><br>Riparazione:<br><br>Avendo a disposizione un centro di assitenza con uno staff qualificato per questi prodotti, effettuiamo la riparazione del tuo cellulare con solo Euro 20,00.<br>Non esitare a contattarci per qualsiasi problema o per informazione sui ricambi, saremi ben lieti di darvi tutta la nostra assistenza possibile.</p>";"20";"http://www.entropic.it/Public/foto/display_d528_anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Display";"DISPLAY-F828";"DISPLAY LCD ORIGINALE KDI/ANYCOOL/KINGBOND F828";"Disponibile";"ANYCOOL";"23,00";"0,5";"<p>Display LCD interno come da foto<br><br>per ANYCOOL F828<br><br>Questo display &egrave; originale prodotto e distribuito direttamente dalla casa produttrice la KDI con sede a HONG KONG.....si f&agrave; presente che per il corretto funzionamento del display va montato da persone che hanno dimestichezza nel campo dell'elettronica.<br><br>Importante <br><br>Il prodotto in vendita &egrave; un articolo ORIGINALE. La Entropic provvede a rilasciare una garanzia di 3 mesi dal giorno di emissione della ricevuta e/o fattura. <br><br>Sostituzione:<br><br>Ricordiamo ai clienti che la sostituzione per malfunzionamento o difetto dell'oggetto &egrave; possibile soltanto se l'oggetto viene prima testato e non assemblato, non saranno accettate sostituzioni di parti saldate o applicate con collanti. L'oggetto inoltre dovr&agrave; essere rispedito completo di tutti gli accessori applicati (pellicole, adesivi, etc..) <br><br><br>N.B.<br>Se installato su modelli non originali il telefono necessita di aggiornamento software altrimenti non si visualizza la grafica, il disply si vede bianco.<br><br>Gestendo la garanzia su tutti i tipi di cellulari abbiamo un centro di assistenza dove facciamo riparazione....il costo della riparazione del cambio display+Aggiornamento &egrave; di Euro 12,00 con l'acquisto del display. <br><br>REGOLA PER USUFRUIRE DEL NOSTRO SERVIZIO ASSISTENZA:<br>Siamo a vostra completa disposizione per l'assistenza, quindi per evitare cattivi fraintendimenti il cliente al momento della partenza deve comunicare lo stato del telefono cellulare con gli eventuali difetti precisi scritti.<br>Facciamo presente che al momento dell'arrivo presso il nostro laboratorio, verr&agrave; fatto una scheda in cui verranno segnalati tutti i difetti estetici che successivamente verranno comunicati al cliente.<br>Ricordiamo inoltre che la merce viaggia a rischio e pericolo del cliente, quindi non si accettano reclami se il prodotto arriva danneggiato.</p>";"20";"http://www.entropic.it/Public/foto/display_f828_anycool.jpg"
"Telefonia";"Accessori Cellulari CINESI";"Display";"DISPLAY-I89";"RICAMBIO DISPLAY LCD ORIGINALE ANYCOOL/KDI/KINGBOND I89";"Disponibile";"ANYCOOL";"19,50";"1";"<p>Display LCD orginale Anycool I89<br><br><br><br>Questo display &egrave; originale prodotto e distribuito direttamente dalla casa produttrice la KDI con sede a HONG KONG.....si f&agrave; presente che per il corretto funzionamento del display va montato da persone che hanno dimestichezza nel campo dell'elettronica.<br><br>Importante <br><br>Il prodotto in vendita &egrave; un articolo ORIGINALE.<br>Il display &egrave; garantito un mese a partire dalla data di acquisto. ricordiamo che i display o i flat cable che vanno montati a scorrimento sono prodotti delicatissimi sogetti a guasti da solecititudini di fattori esterni<br><br>Sostituzione:<br><br>Ricordiamo ai clienti che la sostituzione per malfunzionamento o difetto dell'oggetto &egrave; possibile soltanto se l'oggetto viene prima testato e non assemblato, non saranno accettate sostituzioni di parti saldate o applicate con collanti. L'oggetto inoltre dovr&agrave; essere rispedito completo di tutti gli accessori applicati (pellicole, adesivi, etc..) <br><br>N.B.<br>Se installato su modelli non originali il telefono necessita di aggiornamento software altrimenti non si visualizza la grafica, il disply si vede bianco.<br><br>Gestiamo garanzia su tutti i tipi di cellulari Dual-Sim, anche non acquistati da noi, con un centro di assistenza dove effettuiamo riparazioni, usando ricambi originali .... il costo della riparazione &quot;Display+Aggiornamento&quot; &egrave; di Euro 12,00, valido solo con l'acquisto del display dal nostro store. <br><br><br>REGOLA PER USUFRUIRE DEL NOSTRO SERVIZIO ASSISTENZA:<br>Siamo a vostra completa disposizione per l'assistenza, quindi per evitare cattivi fraintendimenti il cliente al momento della partenza deve comunicare lo stato del telefono cellulare con gli eventuali difetti precisi scritti., o meglio inviandoci una foto dettagliata dello stato del cellulare.<br>Facciamo presente che al momento dell'arrivo presso il nostro laboratorio, verr&agrave; fatto una scheda in cui verranno segnalati tutti i difetti estetici che successivamente verranno comunicati al cliente.<br>Ricordiamo inoltre che la merce viaggia a rischio e pericolo del cliente, quindi non si accettano reclami se il prodotto arriva danneggiato.</p>";"20";"http://www.entropic.it/Public/foto/display_f828_anycool.jpg"
