Settore;Categoria;Tipologia;Gruppo;Ean;Codice;Descrizione1;DescrizioneLunga;Marca;Peso;Giacenza;Prezzo;Disponibilita;Link;UrlImg;UrlImgBig;SpeseSpedizione;Comparatore
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"SAM300MRIC";"CLP-M300A/COMP";"TONER COMPATIBILE SAMSUNG CLP-300 CLX-2160 CLX-3160 MAGENTA RICOSTRUITO";"CLP300/300N/CLX-3160FN/CLX-2160/CLX-2160FN ( 1.000 PAGINE)I nostri toner sono qualitativamente eccellenti, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.QUESTO ARTICOLO PUO' ESSERE UTILIZZATO CON:SAMSUNG CLP 300SAMSUNG CLP 300NSAMSUNG CLX 2160SAMSUNG CLX 2160NSAMSUNG CLX 3160FNSAMSUNG CLX 3160N";"SAMSUNG";"1";"0";"7.08";"Non Disponibile";"http://server2/articolo.aspx?id=11445&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner comp samsung clp300.jpg";"http://server2/Public/foto/toner comp samsung clp300.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"SAM300YRIC";"CLP-Y300A/COMP";"TONER COMPATIBILE SAMSUNG CLP-300 CLX-2160 CLX-3160 YELLOW RICOSTRUITO";"CLP300/300N/CLX-3160FN/CLX-2160/CLX-2160FN ( 1.000 PAGINE)I nostri toner sono qualitativamente eccellenti, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.QUESTO ARTICOLO PUO' ESSERE UTILIZZATO CON:SAMSUNG CLP 300SAMSUNG CLP 300NSAMSUNG CLX 2160SAMSUNG CLX 2160NSAMSUNG CLX 3160FNSAMSUNG CLX 3160N";"SAMSUNG";"1";"0";"7.08";"Non Disponibile";"http://server2/articolo.aspx?id=11444&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner comp samsung clp300.jpg";"http://server2/Public/foto/toner comp samsung clp300.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"COMP-C4092S";"COMP-C4092S";"TONER STAMPANTE SAMSUNG CIANO CLP-310/N/315/CLX3170FN (1.5K) RICOSTRUITO";"TONER CARTRIDGE CIANO CLP-310 / CLP-315 / CLP-310N / CLX-3170FN /3175FN  (1 PEZZO)                                 Toner rigenerato di alta qualit&agrave;: stessa durata e resa cromatica del toner originale, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.- Toner Rigenerato Yellow.- Codice riferimento prodotto originale C4092S- Prodotto inscatolato e sigillato.- Prodotto non originale ma ricostruito. MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO:  CLP-310 - CLP310   CLP-310N - CLP310N   CLP-315 - CLP315   CLX-3170FN - CLX-3170FN   CLX-3175 - CLX-3175   CLX-3175FN - CLX-3175FN   SCX-3175FW - CLX-3175FW";"SAMSUNG";"3";"0";"22.00";"Non Disponibile";"http://server2/articolo.aspx?id=13919&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner_samsung_c4092ciano.jpg";"http://server2/Public/foto/toner_samsung_c4092ciano.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"COMP-K4092S";"COMP-K4092S";"TONER STAMPANTE SAMSUNG NERO CLP-310/N/315/CLX3170FN (1.5K) RICOSTRUITO";"TONER CARTRIDGE NERO CLP-310 / CLP-315 / CLP-310N / CLX-3170FN /3175FN  (1 PEZZO)                                 Toner rigenerato di alta qualit&agrave;: stessa durata e resa cromatica del toner originale, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.- Toner Rigenerato Nero.- Codice riferimento prodotto originale K4092S- Prodotto inscatolato e sigillato.- Prodotto non originale ma ricostruito. MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO:  CLP-310 - CLP310   CLP-310N - CLP310N   CLP-315 - CLP315   CLX-3170FN - CLX-3170FN   CLX-3175 - CLX-3175   CLX-3175FN - CLX-3175FN   SCX-3175FW - CLX-3175FW";"SAMSUNG";"3";"-1";"22.00";"Non Disponibile";"http://server2/articolo.aspx?id=13917&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner_samsung_k4092nero.jpg";"http://server2/Public/foto/toner_samsung_k4092nero.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"COMP-M4092S";"COMP-M4092S";"TONER STAMPANTE SAMSUNG MAGENTA CLP-310/N/315/CLX3170FN (1.5K) RICOSTRUITO";"TONER CARTRIDGE MAGENTA CLP-310 / CLP-315 / CLP-310N / CLX-3170FN /3175FN  (1 PEZZO)                                 Toner rigenerato di alta qualit&agrave;: stessa durata e resa cromatica del toner originale, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.- Toner Rigenerato Yellow.- Codice riferimento prodotto originale M4092S- Prodotto inscatolato e sigillato.- Prodotto non originale ma ricostruito. MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO:  CLP-310 - CLP310   CLP-310N - CLP310N   CLP-315 - CLP315   CLX-3170FN - CLX-3170FN   CLX-3175 - CLX-3175   CLX-3175FN - CLX-3175FN   SCX-3175FW - CLX-3175FW";"SAMSUNG";"3";"0";"22.00";"Non Disponibile";"http://server2/articolo.aspx?id=13920&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner_samsung_m4092magenta.jpg";"http://server2/Public/foto/toner_samsung_m4092magenta.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"COMP-Y4092S";"COMP-Y4092S";"TONER STAMPANTE SAMSUNG YELLOW CLP-310/N/315/CLX3170FN (1.5K) RICOSTRUITO";"TONER CARTRIDGE YELLOW CLP-310 / CLP-315 / CLP-310N / CLX-3170FN /3175FN  (1 PEZZO)                                 Toner rigenerato di alta qualit&agrave;: stessa durata e resa cromatica del toner originale, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.- Toner Rigenerato Yellow.- Codice riferimento prodotto originale Y4092S- Prodotto inscatolato e sigillato.- Prodotto non originale ma ricostruito. MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO:  CLP-310 - CLP310   CLP-310N - CLP310N   CLP-315 - CLP315   CLX-3170FN - CLX-3170FN   CLX-3175 - CLX-3175   CLX-3175FN - CLX-3175FN   SCX-3175FW - CLX-3175FW";"SAMSUNG";"3";"0";"22.00";"Non Disponibile";"http://server2/articolo.aspx?id=13918&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner_samsung_y4092yellow.jpg";"http://server2/Public/foto/toner_samsung_y4092yellow.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"SAM1082RIC";"SAM1082RIC";"TONER SAMSUNG RICOSTRUITO D1082S ML-1640/ML-2240 + CHIP 3000PAGINE";"TONER CARTRIDGE ML-1640 / ML-2240 (1.500 PAGINE) (1 PEZZOTONER COMPATIBILE SAMSUNG MLT-D1082S / ML-1640 ML-2240 3.000 PAGINE CODICE OEM: MLT-D1082S / ELS MLTD1082S COMPATIBILE PER: SAMSUNG ML-1640, ML1640 / ML-1640N, ML1640N / ML-2240, ML2240 / ML-2240N, ML2240N / N                                                             ATTENZIONE !!!Sul sito Ufficiale Samsung &egrave; nuovamente disponibile il firmware con questo codice (V1.01.00.83). Dopo il 23 Novembre 2009 la Samsung ha modificato tale firmware (lasciando lo stesso nome). In realt&agrave;  quest'ultimo &egrave; il V.29.00.93 ed &egrave; stato creato appositamente per &quot;BRUCIARE&quot; tutti i chip compatibili.EVITATE ASSOLUTAMENTE DI SCARICARE QUESTO FIRMWARE DAL SITO UFFICIALE SAMSUNG.Per evitare che la stampante aggiorni il proprio Firmware consigliamo prima dell'installazione del driver sul Pc di disconnettersi dalla connessione ad Internet, cos&igrave; da evitare eventuali download direttamente dal sito della Samsung.";"SAMSUNG";"3";"-1";"23.50";"Non Disponibile";"http://server2/articolo.aspx?id=13582&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner-sam-ricostruito-d1082s-ml-1640.jpg";"http://server2/Public/foto/toner-sam-ricostruito-d1082s-ml-1640.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"SAM1092RIC";"SAM1092RIC";"TONER COMPATIBILE SAMSUNG MLT-D1092S PER SCX-4300 NERO + CHIP + DRIVER  RICOSTRUITO";"Toner Compatibile Samsung SCX-4300 (MLTD1092S)(MLT D1092S) con CHIP installato e corredato di DRIVER per aggiornare la stampante.  &Egrave; compatibile con la seguente stampante:SAMSUNG SCX-4300ATTENZIONE!!! IL TONER VIENE FORNITO INSIEME AD UN  CD NECESSARIO AD AZZERARE LA STAMPANTE/MULTIFUNZIONE IN MODO DA SPEGNERE LA SPIA/LED ROSSA CHE INDICA IL LIVELLO BASSO DI TONER E CHE BLOCCA IL PROCESSO DI STAMPA.N.B. L'AZZERAMENTO VA EFFETTUATO SOLO UNA VOLTA, PER LE VOLTE SUCCESSIVE, BASTA INSERIRE NELLA STAMPANTE SOLO IL TONER COMPATIBILE. (L'AZZERAMENTO VA EFFETTUATO SOLO LA PRIMA VOLTA)";"SAMSUNG";"3";"-3";"30.50";"Non Disponibile";"http://server2/articolo.aspx?id=13641&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner-samsung-comp-mlt-1092.jpg";"http://server2/Public/foto/toner-samsung-comp-mlt-1092.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"SAM4725RIC";"SAM4725RIC";"TONER COMPATIBILE SAMSUNG SCX-4725 NERO RICOSTRUITO";"I nostri toner sono qualitativamente eccellenti, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.QUESTO ARTICOLO PUO' ESSERE UTILIZZATO CON:- Samsung SCX-4725 (SCX-D4725A)- Samsung SCX-4725N- Samsung SCX-4725F- Samsung SCX-4725FNNumero Copie: 3000 pg.";"SAMSUNG";"3";"1";"20.50";"Disponibile";"http://server2/articolo.aspx?id=13621&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner-sam-4725.gif";"http://server2/Public/foto/toner-sam-4725.gif";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"SAM4521RIC";"SCX-4521D3/COMP-U";"TONER COMPATIBILE UNIVERSALE NERO SAMSUNG SCX-4521F ML-1610 ML-2570 RICOSTRUITO";"SCX 4321, SCX 4521, SCX 4521F ML 1610, ML 2010, ML 2010P, ML 2010R, ML 2510, ML 2570, ML 2571N (3.000 PAGINE)Toner scx 4521f Nero compatibile per stampanti SamsungI nostri toner sono qualitativamente eccellenti, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.QUESTO ARTICOLO PUO' ESSERE UTILIZZATO CON:SAMSUNG SCX 4321SAMSUNG SCX 4521FSAMSUNG SCX 4521FGSAMSUNG ML 1610 SAMSUNG ML 1615SAMSUNG ML 1620  SAMSUNG ML 2010 SAMSUNG ML 2010P SAMSUNG ML 2010R SAMSUNG ML 2510 SAMSUNG ML 2570 SAMSUNG ML 2571NPHASER 3117PHASER 3122PHASER 3124PHASER 3125 DELL P 1100 / 1110";"SAMSUNG";"3";"6";"18.50";"Disponibile";"http://server2/articolo.aspx?id=13310&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner_samsung_4521.jpg";"http://server2/Public/foto/toner_samsung_4521.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"TN-2000";"TN-2000";"TONER BROTHER ORIGINALE TN-2000 HL2030 2040 2070 7225";"TONER PER HL 2030 HL2040 HL2070N FAX 2920-2820 2500 PAGINE DPC 7010/7025 MFC 7420/7820N/7225N MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO  DCP 7010L - DCP7010   FAX 2820 - FAX2820   FAX 2825 - FAX2825   FAX 2920 - FAX2920   HL 2030   HL 2040   HL 2070   MFC 7225N - MFC7225N   MFC 7420   MFC 7820 N  ALTRI MODELLI   2820    2920    HL 2030    HL 2040    HL 2070N";"BROTHER";"2";"0";"53.78";"Non Disponibile";"http://server2/articolo.aspx?id=10931&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner brother tn-2000.jpg";"http://server2/Public/foto/toner brother tn-2000.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"TN-2000-TN-2005/C";"TN-2000-TN-2005/C";"TONER BROTHER COMPATIBILE TN-2000/TN-2005 HL2030 HL2035 HL2037 HL2040 2070 DCP-7420";"TN2000 - TONER PER HL 2030 HL2040 HL2070N FAX 2920-2820 2500 PAGINE DPC 7010/7025 MFC 7420/7820N/7225N I nostri toner sono qualitativamente eccellenti, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.   QUESTO ARTICOLO PUO' ESSERE UTILIZZATO CON:  DCP 7010L - DCP7010   FAX 2820 - FAX2820   FAX 2825 - FAX2825   FAX 2920 - FAX2920   HL 2030  HL 2035   HL2037 HL 2040   HL 2070  MFC 7010  - MFC 7220  -MFC 7225 - MFC 7225N - MFC7225N  - MFC7420 - MFC7820Questo toner &egrave; versione UNIVERSALE, quindi abbraccia la famiglia TN-2000 e TN-2005.";"BROTHER";"1";"3";"14.58";"Disponibile";"http://server2/articolo.aspx?id=12463&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner brother tn-2000.jpg";"http://server2/Public/foto/toner brother tn-2000.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"7814a002";"7814a002";"TONER CANON ORGINALE C-EXV7 TONER IR1210/1230/1530 SINGO";"TONER C-EXV7 IR 1210/1230/1270F/1570/1530/1510 5,3K (1PZ.)";"CANON";"1";"0";"26.90";"Non Disponibile";"http://server2/articolo.aspx?id=11433&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner canon ir1210.jpg";"http://server2/Public/foto/toner canon ir1210.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"7833A002";"7833A002";"TONER CANON FOTOCOPIATRICE T L400/PCC320/340 SINGOLO";"DESCRIZIONE ESTESA:  PC-D320, PC-D340, FAX L380 / L390 / L400, (3500 PAG.)";"CANON";"2";"0";"84.16";"Non Disponibile";"http://server2/articolo.aspx?id=10273&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner fotocopèiatrice canon l400.jpg";"http://server2/Public/foto/toner fotocopèiatrice canon l400.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"C13S050190";"C13S050190";"TONER EPSON ORIGINALE NERO ACL C1100/ CX11N";"TONER CARTRIDGE ACUBRITE NERO (ALTA CAPACIT&Agrave;) PER ACULASER C1100 CX11N";"EPSON";"0.8";"0";"53.94";"Non Disponibile";"http://server2/articolo.aspx?id=10323&comparatore=PGSYSTEM";"http://server2/Public/foto/_nofoto.gif";"http://server2/Public/foto/nofoto.gif";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"HP C7115A";"HP C7115A";"TONER STAMPANTE HP ORIGINALE LJ 1000/1200 SERIE MPF 3300 CANON 1215 EP-25 COD. C7115A";"COD. C7115ADESCRIZIONE ESTESA:CARTUCCIA DI STAMPA ULTRAPRECISE A CAPACITA´ STANDARD PER STAMPANTI HP LASERJET, NERO MODELLI SUI QUALI E´UTILIZZABILE QUESTO ARTICOLO :HP LaserJet 1000W              HP LaserJet 1005W    HP LaserJet 1200                 HP LaserJet 1200N    HP LaserJet 1220                 HP LaserJet 1220 usato    HP LaserJet 3300MFP           HP LaserJet 3320MFP    HP LaserJet 3320NMFP         HP LaserJet 3330MFP    HP LaserJet 3380 All In One";"HP";"1.5";"0";"45.76";"Non Disponibile";"http://server2/articolo.aspx?id=9856&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner hp orig c7115abig.jpg";"http://server2/Public/foto/toner hp orig c7115abig.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"808736558136";"Q2612A";"TONER HP ORIGINALE STANDARD SERIE LJ1010/1012/1015";"CARTUCCIA DI STAMPA ULTRAPRECISE A CAPACIT&Agrave; STANDARD HP PER STAMPANTI HP PER STAMPANTI HP LASERJET SERIE 1010/1012/1015 volume di stampa 2.000 pagine MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO  HP LASERJET 1010   HP LASERJET 1012   HP LASERJET 1015   HP LASERJET 1015 + JETDIRECT BT1300   HP LASERJET 1018   HP LASERJET 1020   HP LASERJET 1022   HP LASERJET 1022N   HP LASERJET 1022NW   HP LASERJET 3015 ALL IN ONE   HP LASERJET 3020 ALL IN ONE   HP LASERJET 3030 ALL IN ONE   HP LASERJET 3050 ALL IN ONE   HP LASERJET 3052 ALL IN ONE   HP LASERJET 3055 ALL IN ONE   HP LASERJET M1005 MFP   HP LASERJET M1319F All-In-One - CB536A  ALTRI MODELLI   HP LASERJET 1010    HP LASERJET 1012    HP LASERJET 1015    HP LASERJET 1020    HP LASERJET 1022    HP LASERJET 3015    HP LASERJET 3020    HP LASERJET 3030";"HP";"2";"0";"51.99";"Non Disponibile";"http://server2/articolo.aspx?id=10472&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner hp q2612a_.jpg";"http://server2/Public/foto/toner hp q2612a_.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"829160412412";"Q6000A";"TONER HP ORIGINALE NERO X CLJ2600 Q6000A";"CARTUCCIA TONER NERO PER CLJ2600 MODELLI SUI QUALI E´ UTILIZZABILE QUESTO ARTICOLO  HP COLOR LASERJET 1600 - CB373A   HP COLOR LASERJET 2600N - Q6455A   HP COLOR LASERJET 2605 - Q7821A   HP COLOR LASERJET 2605DN - Q7822A   HP COLOR LASERJET 2605DTN - Q7823A   HP COLOR LASERJET CM1015MFP - CB394A   HP COLOR LASERJET CM1017MFP - CB395A";"HP";"2";"0";"56.96";"Non Disponibile";"http://server2/articolo.aspx?id=10848&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner hp q6000a.jpg";"http://server2/Public/foto/toner hp q6000a.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"829160412429";"Q6001A";"TONER HP ORIGINALE CIANO X CLJ2600 Q6001A";"CARTUCCIA TONER CIANO PER CLJ2600 MODELLI SUI QUALI E´ UTILIZZABILE QUESTO ARTICOLO  HP COLOR LASERJET 1600 - CB373A   HP COLOR LASERJET 2600N - Q6455A   HP COLOR LASERJET 2605 - Q7821A   HP COLOR LASERJET 2605DN - Q7822A   HP COLOR LASERJET 2605DTN - Q7823A   HP COLOR LASERJET CM1015MFP - CB394A   HP COLOR LASERJET CM1017MFP - CB395A";"HP";"2";"0";"62.09";"Non Disponibile";"http://server2/articolo.aspx?id=10849&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner q6001a.jpg";"http://server2/Public/foto/toner q6001a.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"829160412436";"Q6002A";"TONER HP ORIGINALE GIALLO X CLJ2600 Q6002A";"CARTUCCIA TONER GIALLO PER CLJ2600 MODELLI SUI QUALI E´ UTILIZZABILE QUESTO ARTICOLO  HP COLOR LASERJET 1600 - CB373A   HP COLOR LASERJET 2600N - Q6455A   HP COLOR LASERJET 2605 - Q7821A   HP COLOR LASERJET 2605DN - Q7822A   HP COLOR LASERJET 2605DTN - Q7823A   HP COLOR LASERJET CM1015MFP - CB394A   HP COLOR LASERJET CM1017MFP - CB395A";"HP";"2";"0";"62.09";"Non Disponibile";"http://server2/articolo.aspx?id=10850&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner hp q6002a.jpg";"http://server2/Public/foto/toner hp q6002a.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER originali";"";"Q6003A";"Q6003A";"TONER HP ORIGINALE MAGENTA X CLJ2600 Q6003A";"CARTUCCIA TONER GIALLO PER CLJ2600 MODELLI SUI QUALI E´ UTILIZZABILE QUESTO ARTICOLO  HP COLOR LASERJET 1600 - CB373A   HP COLOR LASERJET 2600N - Q6455A   HP COLOR LASERJET 2605 - Q7821A   HP COLOR LASERJET 2605DN - Q7822A   HP COLOR LASERJET 2605DTN - Q7823A   HP COLOR LASERJET CM1015MFP - CB394A   HP COLOR LASERJET CM1017MFP - CB395A";"HP";"2";"1";"62.09";"Disponibile";"http://server2/articolo.aspx?id=10851&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner hp q6003a.jpg";"http://server2/Public/foto/toner hp q6003a.jpg";"7.50";#Comparatore#
